one,two,three,four,key
-0.012893812601208641,1.629348998398961,0.19742626650099987,-0.4535719550378368,V
0.8120246870579089,-0.8685797661549499,-3.0197456903360167,0.7628352092423358,M
0.4001791088443252,-0.41319574542224796,0.33306689970360254,-0.08037323016836011,T
0.6066437759035059,-0.30167165264824863,-1.3920473186531563,0.5831816940756827,Q
-0.12317246921108756,0.13360147258343238,0.1304926421907126,1.1006860351052092,V
-0.6038730344864659,0.4699498514557256,1.2487258164450168,0.5822785256314295,Y
-0.2812825024812018,0.7532228686453643,-0.4021133568867473,0.41495287383753615,M
0.5492510922940943,-0.38244949781232596,1.1787477989411457,-1.9796692113554337,N
-1.6461545616557676,0.5193621132315753,-0.9301790164570859,-2.0499081292852965,Z
-0.12311212574897967,0.20661571990813052,-0.22206513835318217,1.2937043887489912,A
0.03202330709386571,-0.5670038569829841,0.3729643647731538,1.0135701292283852,M
0.8269786467322271,-1.7780386070107408,-0.9750533098807179,0.7921358509196952,F
-0.003769599263170239,-0.4963460928974948,1.9625160353487205,1.2247278664450054,I
-0.4924555154905136,-0.028122811172976974,-1.4089407409577202,1.2939251934029308,H
-1.3278885111073802,-1.24219919231805,1.2906624999554877,0.13303979325657497,E
0.23513716325702677,1.0181877476973693,0.31088435386141466,-0.9928196242439834,E
-0.34263701834443633,-2.25256012668551,-0.591797098455855,-0.399984038407755,H
-0.3819298341002703,-0.36816382466437003,0.025019099047487142,-1.0152333072009785,L
2.158145422414052,0.8732335350106505,-0.2586564332523294,-0.6015978052390716,L
1.305863246504983,0.13599616048112534,-1.7794283796126804,1.7011660013698109,U
0.21526775209918012,0.3585067906105194,-1.7435254934393472,0.8130237902628898,U
-2.1702033609921343,-0.7427335478497612,-0.2626382455666495,0.03806225561071065,U
0.9620355125339872,0.4323702988714684,-0.37991222455515217,0.19917201486923122,O
1.7172954003694259,-0.1869000986205509,-0.8624724806518634,-0.5146654944910286,J
0.9223637959510045,0.3647546536174226,0.4128107215683356,-0.829306261637459,B
-0.2981206710643926,0.40356597663103516,0.5397683885607453,1.3327970891508418,P
0.8195262360505515,0.7968403663002475,-0.019654838246879473,1.117738375514507,Q
-0.19479055238654472,0.9968658319080138,-1.2236751796220802,-0.5814948545972084,N
-1.9748214291329593,-0.4531279412678571,2.0438149769568366,1.5505935015574082,X
-0.2889937998607165,-1.8923471416241373,0.7096699455047306,-0.18845656340842817,F
-1.2113187004184234,-0.3109996406018924,-0.2298335622930391,-0.3091932410723956,B
0.13179188484034865,-0.2999780159815417,1.7027214730093974,-1.2919672164574139,D
-0.8940250704312812,0.3731724887379389,0.7710884013896226,-0.4282707966518327,F
0.9598638532907552,1.050196092265551,1.0426187399739477,-0.0277119536903364,C
0.7166023656636785,-1.0444423423530609,-0.0705616782048468,-0.8246672956834418,Z
-1.7547987530863098,-1.8339229258206236,-1.6558199523034505,1.0941239678419863,C
0.792608652047801,-1.9727234466685915,-0.11539739991134002,0.41506179222602735,Y
0.14682249983638537,-0.6403710604139216,0.5992825523213271,-0.7013689252806548,Y
0.6862626899393282,-0.9674693660223928,-0.3207725597645818,1.3855082216435264,V
-0.7238455148023327,-0.07101662654656704,-1.1472202626531243,0.46532752197737404,F
-0.5705565318077668,-0.08789997689463025,-0.5610118606726854,-1.2000618317755904,K
-0.12452554492901845,-1.0647410136666178,1.0483681758376255,-0.11997568143836419,G
1.0751611164485118,0.20655446119512402,1.1658249451457388,0.6542179846289178,Z
0.7929954212489192,1.1250601096946427,0.5494521145435106,0.8033568361376362,U
